Region,TIME,Value,region_code
Friuli-Venezia Giulia,2006,633240,7
Friuli-Venezia Giulia,2007,632048,7
Friuli-Venezia Giulia,2008,172475,7
Friuli-Venezia Giulia,2009,400062,7
Friuli-Venezia Giulia,2010,380170,7
Friuli-Venezia Giulia,2011,407780,7
Friuli-Venezia Giulia,2013,412087,7
Friuli-Venezia Giulia,2014,408708,7
Friuli-Venezia Giulia,2015,476102,7
Friuli-Venezia Giulia,2016,632796,7
Friuli-Venezia Giulia,2017,632270,7
Friuli-Venezia Giulia,2018,641657,7
Friuli-Venezia Giulia,2019,630832,7
Friuli-Venezia Giulia,2020,1573066,7
Friuli-Venezia Giulia,2021,1332751,7
Friuli-Venezia Giulia,2022,1750934,7
Lazio,2006,2747370,8
Lazio,2007,2644365,8
Lazio,2008,2784112,8
Lazio,2009,2552158,8
Lazio,2010,2530431,8
Lazio,2011,2376864,8
Lazio,2012,2175528,8
Lazio,2013,2169122,8
Lazio,2014,2289326,8
Lazio,2015,2974256,8
Lazio,2016,2485980,8
Lazio,2017,3171795,8
Lazio,2018,3196965,8
Lazio,2019,3204121,8
Lazio,2020,3733416,8
Lazio,2021,3109269,8
Lazio,2022,3491541,8
Liguria,2006,66260,9
Liguria,2007,64808,9
Liguria,2008,59617,9
Liguria,2009,55629,9
Liguria,2010,50282,9
Liguria,2011,41924,9
Liguria,2012,41023,9
Liguria,2013,39227,9
Liguria,2014,39920,9
Liguria,2015,35272,9
Liguria,2016,30474,9
Liguria,2017,31333,9
Liguria,2018,32184,9
Liguria,2019,26961,9
Liguria,2020,40948,9
Liguria,2021,54508,9
Liguria,2022,40720,9
Lombardia,2006,962663,10
Lombardia,2007,926477,10
Lombardia,2008,946241,10
Lombardia,2009,942227,10
Lombardia,2010,913880,10
Lombardia,2011,910928,10
Lombardia,2012,862863,10
Lombardia,2013,801706,10
Lombardia,2014,804240,10
Lombardia,2015,786538,10
Lombardia,2016,1017117,10
Lombardia,2017,808202,10
Lombardia,2018,866101,10
Lombardia,2019,763615,10
Lombardia,2020,1377613,10
Lombardia,2021,1255999,10
Lombardia,2022,1351316,10
Marche,2006,543361,11
Marche,2007,507202,11
Marche,2008,521057,11
Marche,2009,267423,11
Marche,2010,252710,11
Marche,2011,248085,11
Marche,2012,247313,11
Marche,2013,263189,11
Marche,2014,260051,11
Marche,2015,258833,11
Marche,2016,263553,11
Marche,2017,258934,11
Marche,2018,256548,11
Marche,2019,244527,11
Marche,2020,291966,11
Marche,2021,412302,11
Marche,2022,452163,11
Massa-Carrara,2006,6795,0
Massa-Carrara,2007,6853,0
Massa-Carrara,2008,7398,0
Massa-Carrara,2009,8561,0
Massa-Carrara,2010,8425,0
Massa-Carrara,2011,8205,0
Massa-Carrara,2012,8895,0
Massa-Carrara,2013,9892,0
Massa-Carrara,2014,8606,0
Massa-Carrara,2015,7911,0
Massa-Carrara,2016,9653,0
Massa-Carrara,2017,9198,0
Massa-Carrara,2018,4557,0
Massa-Carrara,2019,4993,0
Massa-Carrara,2020,9365,0
Massa-Carrara,2021,7773,0
Massa-Carrara,2022,6945,0
Molise,2006,221645,12
Molise,2007,189852,12
Molise,2008,198670,12
Molise,2009,220934,12
Molise,2010,212656,12
Molise,2011,200876,12
Molise,2012,203575,12
Molise,2013,192575,12
Molise,2014,192575,12
Molise,2015,184555,12
Molise,2016,222485,12
Molise,2017,200780,12
Molise,2018,161795,12
Molise,2019,162535,12
Molise,2020,222150,12
Molise,2021,270470,12
Molise,2022,271020,12
Piemonte,2006,4507659,13
Piemonte,2007,4382186,13
Piemonte,2008,4175968,13
Piemonte,2009,4349313,13
Piemonte,2010,4304119,13
Piemonte,2011,4313850,13
Piemonte,2012,1695793,13
Piemonte,2013,4742330,13
Piemonte,2014,5023062,13
Piemonte,2015,4841523,13
Piemonte,2016,4909680,13
Piemonte,2017,4988000,13
Piemonte,2018,5201808,13
Piemonte,2019,4166844,13
Piemonte,2020,7028271,13
Piemonte,2021,5027668,13
Piemonte,2022,5007855,13
Puglia,2006,2103926,2
Puglia,2007,2933536,2
Puglia,2008,3005325,2
Puglia,2009,2798120,2
Puglia,2010,2704392,2
Puglia,2011,3206290,2
Puglia,2012,2474427,2
Puglia,2013,3153715,2
Puglia,2014,3103278,2
Puglia,2015,3227277,2
Puglia,2016,3287498,2
Puglia,2017,3328824,2
Puglia,2018,3341398,2
Puglia,2019,3251038,2
Puglia,2020,4592003,2
Puglia,2021,8276928,2
Puglia,2022,5181850,2
Sardegna,2006,153925,14
Sardegna,2007,154547,14
Sardegna,2008,212898,14
Sardegna,2009,197873,14
Sardegna,2010,190023,14
Sardegna,2011,189913,14
Sardegna,2013,192661,14
Sardegna,2014,142005,14
Sardegna,2015,163493,14
Sardegna,2016,165484,14
Sardegna,2017,438914,14
Sardegna,2018,610469,14
Sardegna,2019,507501,14
Sardegna,2020,918721,14
Sardegna,2021,1599504,14
Sardegna,2022,1062267,14
Sardinia,2006,486328,14
Sardinia,2007,487072,14
Sardinia,2008,459365,14
Sardinia,2009,588175,14
Sardinia,2010,570636,14
Sardinia,2011,579029,14
Sardinia,2013,576512,14
Sardinia,2014,459013,14
Sardinia,2015,484293,14
Sardinia,2016,486685,14
Sardinia,2017,312039,14
Sardinia,2018,5167,14
Sardinia,2019,3171,14
Sardinia,2020,7261,14
Sardinia,2021,13931,14
Sardinia,2022,8332,14
Sicilia,2006,10289769,15
Sicilia,2007,9830371,15
Sicilia,2008,9758122,15
Sicilia,2009,9973316,15
Sicilia,2010,9009790,15
Sicilia,2011,8937983,15
Sicilia,2012,8018155,15
Sicilia,2013,7303244,15
Sicilia,2014,7713743,15
Sicilia,2015,8498613,15
Sicilia,2016,9233360,15
Sicilia,2017,8929149,15
Sicilia,2018,8979831,15
Sicilia,2019,9196514,15
Sicilia,2020,20791590,15
Sicilia,2021,37319335,15
Sicilia,2022,23971168,15
Toscana,2006,724730,16
Toscana,2007,728815,16
Toscana,2008,724264,16
Toscana,2009,729228,16
Toscana,2010,764220,16
Toscana,2011,753895,16
Toscana,2012,592259,16
Toscana,2013,575430,16
Toscana,2014,671775,16
Toscana,2015,663625,16
Toscana,2016,605177,16
Toscana,2017,447261,16
Toscana,2018,535025,16
Toscana,2019,343460,16
Toscana,2020,842928,16
Toscana,2021,575237,16
Toscana,2022,1026666,16
Trentino-Alto Adige,2006,26278086,17
Trentino-Alto Adige,2007,28707608,17
Trentino-Alto Adige,2008,29781164,17
Trentino-Alto Adige,2009,31497666,17
Trentino-Alto Adige,2010,29873020,17
Trentino-Alto Adige,2011,33624730,17
Trentino-Alto Adige,2012,28114216,17
Trentino-Alto Adige,2013,31193070,17
Trentino-Alto Adige,2014,35319584,17
Trentino-Alto Adige,2015,16705326,17
Trentino-Alto Adige,2016,31807936,17
Trentino-Alto Adige,2017,22692396,17
Trentino-Alto Adige,2018,29773536,17
Trentino-Alto Adige,2019,30003802,17
Trentino-Alto Adige,2020,60727528,17
Trentino-Alto Adige,2021,58094768,17
Trentino-Alto Adige,2022,57861890,17
Umbria,2006,107979,18
Umbria,2007,106051,18
Umbria,2008,88900,18
Umbria,2009,86846,18
Umbria,2010,101119,18
Umbria,2011,51989,18
Umbria,2012,48595,18
Umbria,2013,31735,18
Umbria,2014,62119,18
Umbria,2015,75783,18
Umbria,2016,75482,18
Umbria,2017,70042,18
Umbria,2018,46618,18
Umbria,2019,67824,18
Umbria,2020,20002,18
Umbria,2021,52400,18
Umbria,2022,55744,18
Valle d'Aosta,2006,35630,19
Valle d'Aosta,2007,36115,19
Valle d'Aosta,2008,39500,19
Valle d'Aosta,2009,39680,19
Valle d'Aosta,2010,39550,19
Valle d'Aosta,2011,31750,19
Valle d'Aosta,2012,36880,19
Valle d'Aosta,2013,44160,19
Valle d'Aosta,2014,57980,19
Valle d'Aosta,2015,61100,19
Valle d'Aosta,2016,65100,19
Valle d'Aosta,2017,46080,19
Valle d'Aosta,2018,67000,19
Valle d'Aosta,2019,69836,19
Valle d'Aosta,2020,130486,19
Valle d'Aosta,2021,121232,19
Valle d'Aosta,2022,102000,19
Veneto,2006,5407146,20
Veneto,2007,5188526,20
Veneto,2008,4943117,20
Veneto,2009,4864115,20
Veneto,2010,4430227,20
Veneto,2011,4551214,20
Veneto,2012,3944493,20
Veneto,2013,3416373,20
Veneto,2014,4761190,20
Veneto,2015,5192099,20
Veneto,2016,5336974,20
Veneto,2017,4257576,20
Veneto,2018,4928422,20
Veneto,2019,3423284,20
Veneto,2020,8126503,20
Veneto,2021,4348846,20
Veneto,2022,9207858,20
