Region,TIME,Value,region_code
Umbria,2009,1089575,18
Umbria,2010,1629255,18
Umbria,2011,1818627,18
Umbria,2012,696693,18
Umbria,2013,723761,18
Umbria,2014,731705,18
Umbria,2015,649365,18
Umbria,2016,447610,18
Umbria,2017,354913,18
Umbria,2018,370231,18
Umbria,2019,384997,18
Umbria,2020,381361,18
Umbria,2021,351271,18
Umbria,2022,390086,18
Valle d'Aosta,2015,280,19
Valle d'Aosta,2016,350,19
Valle d'Aosta,2017,260,19
Valle d'Aosta,2018,350,19
Valle d'Aosta,2019,700,19
Valle d'Aosta,2020,2340,19
Valle d'Aosta,2021,4307,19
Valle d'Aosta,2022,225,19
Veneto,2006,7676313,20
Veneto,2007,7045383,20
Veneto,2008,7187840,20
Veneto,2009,7015364,20
Veneto,2010,6713898,20
Veneto,2011,6841447,20
Veneto,2012,6364920,20
Veneto,2013,6731014,20
Veneto,2014,5621445,20
Veneto,2015,6156096,20
Veneto,2016,6142532,20
Veneto,2017,6485778,20
Veneto,2018,5519197,20
Veneto,2019,5968128,20
Veneto,2020,6308912,20
Veneto,2021,6403446,20
Veneto,2022,3909964,20
