"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITD37","Rovigo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",2515,,
"ITD37","Rovigo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",1750,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",2465,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",1715,,
"ITD37","Rovigo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",830,,
"ITD37","Rovigo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",472,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",410,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",910,,
"ITD52","Parma","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",410,,
"ITD52","Parma","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",910,,
"ITD52","Parma","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",110,,
"ITD52","Parma","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",140,,
"ITD56","Ferrara","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",330,,
"ITD56","Ferrara","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",290,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",330,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",290,,
"ITD56","Ferrara","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",110,,
"ITD56","Ferrara","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",100,,
"ITD58","Forlì-Cesena","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",800,,
"ITD58","Forlì-Cesena","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",400,,
"ITD58","Forlì-Cesena","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",800,,
"ITD58","Forlì-Cesena","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",400,,
"ITD58","Forlì-Cesena","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITD58","Forlì-Cesena","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",100,,
"ITD59","Rimini","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",400,,
"ITD59","Rimini","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",400,,
"ITD59","Rimini","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",400,,
"ITD59","Rimini","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",400,,
"ITD59","Rimini","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",100,,
"ITD59","Rimini","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",100,,
"ITE11","Massa-Carrara","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",145,,
"ITE11","Massa-Carrara","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",145,,
"ITE11","Massa-Carrara","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",145,,
"ITE11","Massa-Carrara","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",145,,
"ITE11","Massa-Carrara","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",80,,
"ITE11","Massa-Carrara","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",80,,
"ITE12","Lucca","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",180,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",170,,
"ITE12","Lucca","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",95,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",29,,
"ITE13","Pistoia","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",29,,
"ITE13","Pistoia","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",15,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",20,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",20,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",20,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",20,,
"ITE14","Firenze","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",10,,
"ITE14","Firenze","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",1100,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",1080,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",1090,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",1060,,
"ITE16","Livorno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",450,,
"ITE16","Livorno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",450,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",12,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITE18","Arezzo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",12,,
"ITE18","Arezzo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITE18","Arezzo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",5,,
"ITE18","Arezzo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",5,,
"ITE1A","Grosseto","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",50,,
"ITE1A","Grosseto","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",50,,
"ITE1A","Grosseto","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",12,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",2,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",2,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",2,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",2,,
"ITE32","Ancona","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",1,,
"ITE32","Ancona","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",1,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",13,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",13,,
"ITE33","Macerata","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",12,,
"ITE33","Macerata","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",12,,
"ITE33","Macerata","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",10,,
"ITE33","Macerata","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITE34","Ascoli Piceno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",7,,
"ITE34","Ascoli Piceno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",7,,
"ITE34","Ascoli Piceno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",7,,
"ITE34","Ascoli Piceno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",7,,
"ITE34","Ascoli Piceno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",3,,
"ITE34","Ascoli Piceno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",3,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",140,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",150,,
"ITE43","Roma","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",130,,
"ITE43","Roma","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",140,,
"ITE43","Roma","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITE43","Roma","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",200,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",1050,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",1050,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",850,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",950,,
"ITE44","Latina","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",350,,
"ITE44","Latina","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",350,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",120,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",120,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",120,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",120,,
"ITE45","Frosinone","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITE45","Frosinone","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",200,,
"ITF33","Napoli","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITF33","Napoli","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",220,,
"ITF33","Napoli","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",195,,
"ITF33","Napoli","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",210,,
"ITF33","Napoli","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITF33","Napoli","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",220,,
"ITF35","Salerno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",9000,,
"ITF35","Salerno","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",9200,,
"ITF35","Salerno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",8800,,
"ITF35","Salerno","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",9200,,
"ITF35","Salerno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",3500,,
"ITF35","Salerno","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",3500,,
"ITF45","Lecce","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",1400,,
"ITF45","Lecce","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",1385,,
"ITF45","Lecce","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",500,,
"ITF63","Catanzaro","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",7,,
"ITF63","Catanzaro","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",7,,
"ITF63","Catanzaro","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",7,,
"ITF63","Catanzaro","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",7,,
"ITF63","Catanzaro","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",2,,
"ITF63","Catanzaro","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",2,,
"ITG12","Palermo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",90,,
"ITG12","Palermo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",90,,
"ITG12","Palermo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",90,,
"ITG12","Palermo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",90,,
"ITG12","Palermo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",21,,
"ITG12","Palermo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",21,,
"ITG25","Sassari","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",10,,
"ITG25","Sassari","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITG25","Sassari","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",10,,
"ITG25","Sassari","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",10,,
"ITG25","Sassari","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",20,,
"ITG25","Sassari","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",20,,
"ITG26","Nuoro","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",40,,
"ITG26","Nuoro","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",40,,
"ITG26","Nuoro","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",40,,
"ITG26","Nuoro","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",40,,
"ITG26","Nuoro","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",33,,
"ITG26","Nuoro","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",33,,
"ITG27","Cagliari","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",39,,
"ITG27","Cagliari","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",39,,
"ITG27","Cagliari","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",39,,
"ITG27","Cagliari","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",39,,
"ITG27","Cagliari","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",13,,
"ITG27","Cagliari","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",13,,
"ITC42","Como","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2020","2020",10920,,
"ITC42","Como","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",12200,,
"ITC42","Como","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2022","2022",11025,,
"ITD57","Ravenna","ART","total area - hectares","SOYA","soya beans","2020","2020",1560,,
"ITD57","Ravenna","ART","total area - hectares","SOYA","soya beans","2021","2021",2160,,
"ITD57","Ravenna","ART","total area - hectares","SOYA","soya beans","2022","2022",1900,,
"ITD56","Ferrara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",1249824,,
"ITD56","Ferrara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",1077120,,
"ITD56","Ferrara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",859560,,
"ITE18","Arezzo","ART","total area - hectares","SOYA","soya beans","2020","2020",50,,
"ITE18","Arezzo","ART","total area - hectares","SOYA","soya beans","2021","2021",90,,
"ITE18","Arezzo","ART","total area - hectares","SOYA","soya beans","2022","2022",35,,
"ITE1A","Grosseto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",15,,
"ITD59","Rimini","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2020","2020",300,,
"ITD59","Rimini","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",210,,
"ITD59","Rimini","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2022","2022",600,,
"ITF11","L'Aquila","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",210,,
"ITF11","L'Aquila","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",220,,
"ITF11","L'Aquila","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",110,,
"ITC13","Biella","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",11882,,
"ITC13","Biella","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",10360,,
"ITC13","Biella","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",5076,,
"ITD51","Piacenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",48830,,
"ITD51","Piacenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",59659,,
"ITD51","Piacenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",53396,,
"ITF12","Teramo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2020","2020",550,,
"ITF12","Teramo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",550,,
"ITF12","Teramo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2022","2022",550,,
"ITE12","Lucca","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",2650,,
"ITE12","Lucca","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",4150,,
"ITE12","Lucca","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",2900,,
"ITE33","Macerata","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2020","2020",11300,,
"ITE33","Macerata","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",11300,,
"ITE33","Macerata","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2022","2022",2464,,
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","TURNPE","turnip rape","2020","2020",185,,
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","TURNPE","turnip rape","2021","2021",0,,
"ITE13","Pistoia","ART","total area - hectares","SOYA","soya beans","2020","2020",4,,
"ITE13","Pistoia","ART","total area - hectares","SOYA","soya beans","2021","2021",4,,
"ITE13","Pistoia","ART","total area - hectares","SOYA","soya beans","2022","2022",4,,
"ITE31","Pesaro e Urbino","ART","total area - hectares","SOYA","soya beans","2020","2020",16,,
"ITE31","Pesaro e Urbino","ART","total area - hectares","SOYA","soya beans","2021","2021",16,,
"ITD31","Verona","ART","total area - hectares","SOYA","soya beans","2020","2020",13096,,
"ITD31","Verona","ART","total area - hectares","SOYA","soya beans","2021","2021",15168,,
"ITD31","Verona","ART","total area - hectares","SOYA","soya beans","2022","2022",15832,,
"ITD52","Parma","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2020","2020",32680,,
"ITD52","Parma","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2021","2021",37031,,
"ITD52","Parma","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2022","2022",40557,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2020","2020",50090,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2021","2021",65210,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2022","2022",56700,,
