"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",600,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",430,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",336,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",285,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",290,"e","estimate data"
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",332,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",350,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",350,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",250,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",260,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",270,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2009","2009",258,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2010","2010",263,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2011","2011",263,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2012","2012",261,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",250,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",180,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2015","2015",140,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2016","2016",120,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2017","2017",125,"e","estimate data"
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2018","2018",155,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2019","2019",155,,
"ITC16","Cuneo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",155,,
"ITC31","Imperia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",200,,
"ITC31","Imperia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",200,,
"ITC31","Imperia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",125,,
"ITC31","Imperia","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",200,,
"ITC31","Imperia","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",200,,
"ITC31","Imperia","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",110,,
"ITC31","Imperia","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",500,,
"ITC31","Imperia","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",500,,
"ITC31","Imperia","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",50,,
"ITC33","Genova","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",175,,
"ITC33","Genova","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",179,,
"ITC33","Genova","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",175,,
"ITC33","Genova","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",140,,
"ITC33","Genova","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",148,,
"ITC33","Genova","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",150,,
"ITC33","Genova","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",70,,
"ITC33","Genova","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",70,,
"ITC33","Genova","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",70,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",15,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",2,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",3,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",3,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",3,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",4,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",4,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",5,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",15,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",2,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",2,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",3,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",3,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",4,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",4,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2009","2009",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2010","2010",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2011","2011",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2012","2012",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",5,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",2,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2015","2015",3,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2016","2016",3,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2017","2017",3,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2018","2018",4,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2019","2019",4,,
"ITC41","Varese","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",5,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",200,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",245,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",125,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",250,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",300,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",300,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",200,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",245,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",125,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",250,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",300,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",300,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",80,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2009","2009",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2010","2010",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2011","2011",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2012","2012",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2015","2015",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2016","2016",98,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2017","2017",50,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2018","2018",100,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2019","2019",120,,
"ITC43","Lecco","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",120,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",225,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",250,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",400,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",525,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",625,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",750,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",855,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",690,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",754,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",754,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",731,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",725,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",725,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",580,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",500,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",225,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",250,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",400,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",525,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",625,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",750,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",855,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",690,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",754,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",754,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",731,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2018","2018",725,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2019","2019",725,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2020","2020",580,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2021","2021",500,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",90,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",100,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",160,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2009","2009",210,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2010","2010",250,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2011","2011",300,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",225,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",230,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2015","2015",260,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2016","2016",260,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2017","2017",252,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2018","2018",250,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2019","2019",250,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2020","2020",200,,
"ITC45","Milano","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2021","2021",200,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",4500,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",3500,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",3500,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",3500,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",3500,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",3250,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",4000,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",4000,,
"ITC46","Bergamo","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",4000,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",4500,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",3500,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",3500,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",3500,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",3500,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",3250,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",4000,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",4000,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",4000,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2006","2006",1800,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2007","2007",1400,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2008","2008",1400,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2009","2009",1400,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2010","2010",1400,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2011","2011",1300,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2012","2012",1600,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2013","2013",1600,,
"ITC46","Bergamo","ART_ARE","total area - ares","PARSNGREEN","parsley in greenhouses","2014","2014",1600,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2006","2006",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2007","2007",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2008","2008",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2009","2009",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2010","2010",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2011","2011",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2012","2012",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2013","2013",1875,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2014","2014",2250,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2015","2015",1500,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2016","2016",1500,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","PARSNGREEN","parsley in greenhouses","2017","2017",1250,,
