year,run_number,time_idx,RMSE,ME,RMSE_GP,ME_GP
2019,1,32,11.197510336936364,4.496934368185801,8.589664068271027,-1.6604167143726132
2019,2,32,14.289608005166638,9.9854943001107,8.426727847064651,-1.167836261337366
